Id,Solo_danos,Herido,Muerto,Direccion,Latitud,Longitud,Dia,Mes,A_o,Choque,Atropello,Volcamiento,caida de ocupante,Otro,Rural,Urbana,Masculino,Femenino,<18,18-30,31-60,>60,Tipo_vehiculo,Publico,Particular,Oficial,Diplomatico
427,,1,,"VIA LA URIBE–CALARCA KM 74+400,Calarcá,Quindio",4.504769,-75.657576,22,9,2022,1,,,,,1,,2,,,1,1,,MICROBUS-MOTOCICLETA,1,1,,
428,,,1,"VIA VIA CALARCA–CIRCASIA KM 0+420,Calarcá,Quindio",4.5276933,-75.632571,22,9,2022,1,,,,,1,,2,,,,1,1,TRACTOCAMIÓN-BICICLETA,1,1,,
429,,1,,"VIA VIA ARMENIA–IBAGUE KM 2+100,Calarcá,Quindio",4.528806,-75.626643,22,9,2022,1,,,,,1,,2,,,,2,,MOTOCICLETA-MOTOCICLETA,,2,,
430,,,1,"VIA VIA CALARCA–CIRCASIA KM 2+380,Calarcá,Quindio",4.5276933,-75.632571,23,9,2022,1,,,,,1,,2,,,,2,,MOTOCICLETA-TRACTOCAMIÓN,1,1,,
431,,1,,"VIA VIA CALARCA–CIRCASIA KM 0+050,Calarcá,Quindio",4.5276933,-75.632571,30,9,2022,1,,,,,,1,2,,,2,,,AUTOMÓVIL-MOTOCICLETA,,2,,
432,,1,,"AVENIDA COLON CALLE 17,Calarcá,Quindio",4.5177686,-75.6534961,1,10,2022,,1,,,,,1,1,1,,1,,1,MOTOCICLETA,,1,,
433,,1,,"CRA 25 ENTRE CALLES 36 Y 37,Calarcá,Quindio",4.4805728,-75.6440842,28,9,2022,1,,,,,1,,2,,,,,,AUTOMÓVIL-MOTOCICLETA,,2,,
434,,1,,"VIA BARCELONA-RIO VERDE FRENTE PARQUE RECREACIONAL,Calarcá,Quindio",4.401596,-75.716252,5,10,2022,1,,,,,1,,2,,,,2,,CAMIONETA-MOTOCICLETA,,2,,
435,,1,,"BARRIO LA HUERTA MZ N N 1,Calarcá,Quindio",4.514383,-75.643946,4,10,2022,1,,,,,,1,1,1,,1,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
436,,1,,"VIA LA URIBE–CALARCA KM 66+500,Calarcá,Quindio",4.490651,-75.692132,6,10,2022,1,,,,,,1,2,,,,1,1,CAMIONETA-MOTOCICLETA,,2,,
437,,1,,"VIA LA URIBE–CALARCA KM 78+250,Calarcá,Quindio",4.519361,-75.644227,8,10,2022,1,,,,,1,,2,,,,2,,MOTOCICLETA,,1,,
438,,1,,"CRA 25 FRENTE AL 35+43,Calarcá,Quindio",4.5288108,-75.6416001,10,10,2022,,,,,,,1,2,,,,2,,AUTOMÓVIL-BICICLETA,,2,,
439,,1,,"CRA 27 CALLE 32,Calarcá,Quindio",4.5313862,-75.6421157,20,10,2022,1,,,,,,1,2,,,1,1,,MOTOCICLETA-CAMIONETA,1,1,,
440,,1,,"VIA LA URIBE–CALARCA KM 81+800,Calarcá,Quindio",4.521543,-75.643404,19,10,2022,1,,,,,1,,1,1,,1,1,,CAMIÓN-MOTOCICLETA ,1,1,,
441,,1,,"CALLE 39 CON CRA 30,Calarcá,Quindio",4.5316086,-75.6442456,22,10,2022,1,,,,,,1,2,,,,2,,AUTOMÓVIL-MOTOCICLETA,1,1,,
442,,1,,"VIA LA URIBE–CALARCA KM 72+900,Calarcá,Quindio",4.503035,-75.661241,24,10,2022,1,,,,,1,,2,,,2,,,MOTOCICLETA-BICICLETA,,2,,
443,1,,,"AVENIDA COLON FRENTE AL NO 26+69,Calarcá,Quindio",4.5222917,-75.6478148,29,10,2022,1,,,,,,1,1,,,,1,,AUTOMÓVIL,,1,,
444,,1,,"CALLE 40 FRENTE AL NO 30+41,Calarcá,Quindio",4.5307824,-75.6401809,31,10,2022,,,1,,,,1,1,,,1,,,MOTOCICLETA ,,1,,
445,,1,,"VIA LA URIBE–CALARCA KM 83+500 CON AVENIDA COLON,Calarcá,Quindio",4.523289,-75.641955,4,11,2022,1,,,,,,1,1,1,,1,,1,CAMIONETA-MOTOCICLETA,,2,,
446,,1,,"VIA LA URIBE–CALARCA KM 80+500,Calarcá,Quindio",4.521286,-75.643815,6,11,2022,1,,,,,,1,2,,,1,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
447,,1,,"VIA VIA ARMENIA–IBAGUE KM 2+250,Calarcá,Quindio",4.526852,-75.626053,6,11,2022,1,,,,,,1,2,,,,2,,AUTOMÓVIL-MOTOCICLETA,,2,,
448,,1,,"VIA LA URIBE–CALARCA KM 80+500,Calarcá,Quindio",4.521286,-75.643815,6,11,2022,,1,,,,,1,2,,,,1,,AUTOMÓVIL,,1,,
449,,1,,"VIA LA URIBE–CALARCA KM 82+900,Calarcá,Quindio",4.522395,-75.642071,7,11,2022,1,,,,,,1,2,,,1,,,AUTOMÓVIL,,1,,
450,,1,,"VIA VIA ARMENIA–IBAGUE KM 0+700,Calarcá,Quindio",4.527642,-75.636307,13,11,2022,,,1,,,1,,2,,,1,1,,MOTOCICLETA-BICICLETA,,2,,
451,,,1,"VIA LA URIBE–CALARCA KM 71+150,Calarcá,Quindio",4.498312,-75.677292,14,11,2022,,1,,,,1,,2,,,,1,1,MOTOCICLETA,,1,,
452,,1,,"VIA ARMENIA-CALARCA KM 1+085,Calarcá,Quindio",4.529645,-75.633093,15,11,2022,1,,,,,,1,2,,,,2,,MOTOCICLETA-MOTOCICLETA,,2,,
453,,1,,"CALLE 45 CON CRA 25 ESQUINA,Calarcá,Quindio",4.534244,-75.6396205,16,11,2022,1,,,,,,1,2,,,1,1,,AUTOMÓVIL-MOTOCICLETA,,2,,
454,1,,,"VIA VIA ARMENIA–IBAGUE KM 4+700,Calarcá,Quindio",4.528237,-75.630553,17,11,2022,1,,,,,,1,2,,,,2,,CAMIONETA-BUS,1,,1,
455,,1,,"CRA 24 CALLE 33,Calarcá,Quindio",4.5251682,-75.6387952,18,11,2022,1,,,,,,1,1,1,,1,1,,BUS-MOTOCICLETA,1,1,,
456,,1,,"CRA 23 CALLE 44,Calarcá,Quindio",4.5321716,-75.63596,19,11,2022,1,,,,,,1,2,,,,2,,CAMIONETA-MOTOCICLETA,,2,,
457,,1,,"CRA 11 FRENTE AL NO 9+02,Calarcá,Quindio",4.4287854,-75.7177903,22,11,2022,,1,,,,,1,2,,,1,,1,MOTOCICLETA,,1,,
458,,1,,"VIA VIA ARMENIA–IBAGUE KM 0+660,Calarcá,Quindio",4.527356,-75.636681,19,11,2022,1,,,,,1,,1,,,,1,,MOTOCICLETA,,1,,
459,,1,,"CRA 27 CON CALLE 38 ESQUINA SECTOR GALERIA,Calarcá,Quindio",4.5266644,-75.6409686,24,11,2022,1,,,,,,1,2,,,,1,1,AUTOMÓVIL-MOTOCICLETA,,2,,
460,,1,,"CALLE 30 CON CRA 25,Calarcá,Quindio",4.524655,-75.6431642,28,11,2022,,1,,,,,1,1,1,,,1,1,MOTOCICLETA,,1,,
461,,1,,"VIA VIA CALARCA–CIRCASIA KM 3+100,Calarcá,Quindio",4.5276933,-75.632571,2,12,2022,1,,,,,1,,,1,,1,,,MOTOCICLETA,,1,,
462,,1,,"VIA LA URIBE–CALARCA KM 74+400,Calarcá,Quindio",4.504769,-75.657576,1,12,2022,1,,,,,1,,2,,,,1,1,MOTOCICLETA-MOTOCICLETA,,2,,
463,,1,,"VIA LA URIBE–CALARCA KM 83+040,Calarcá,Quindio",4.522823,-75.642013,5,12,2022,1,,,,,1,,1,1,,2,,,CAMIONETA-MOTOCICLETA,,2,,
464,,1,,"BARRIO NARANJAL CRA 17 N 35+05,Calarcá,Quindio",4.525949,-75.6366,8,12,2022,1,,,,,,1,2,,,2,,,MOTOCICLETA-MOTOCICLETA,,2,,
465,,1,,"VIA VIA ARMENIA–IBAGUE KM 3+300,Calarcá,Quindio",4.525464,-75.618221,13,12,2022,1,,,,,1,,2,,,1,1,,AUTOMOVIL-MOTOCICLETA,,2,,
466,,1,,"CRA 17 CALLE 37 VARIANTE SUR,Calarcá,Quindio",4.5286724,-75.640226,15,12,2022,,,,1,,,1,,1,,,1,,MOTOCICLETA,,1,,
467,,1,,"CALLE 41 ENTRE CRA 17 Y 18,Calarcá,Quindio",4.4805728,-75.6440842,20,12,2022,,1,,,,,1,2,,,,2,,MOTOCICLETA,,1,,
468,,1,,"FRENTE A PANADERIA VILLA ASTRID,Calarcá,Quindio",4.516042,-75.6445307,20,12,2022,,1,,,,,1,1,1,,,1,1,MOTOCICLETA,,1,,
469,1,,,"CALLE 44 CRA 23,Calarcá,Quindio",4.5321716,-75.63596,23,12,2022,1,,,,,,1,2,,,1,1,,MICROBUS-CAMIONETA,1,,1,
470,,1,,"CALLE 40 CRA 27 FRENTE AL 27+10,Calarcá,Quindio",4.5315246,-75.6420647,30,12,2022,1,,,,,,1,2,,,1,,1,AUTOMOVIL-MOTOCICLETA,,2,,
471,,,1,"VIA LA Y BARCELONA KM 4+100,Calarcá,Quindio",4.4805728,-75.6440842,31,12,2022,,1,,,,1,,1,1,,,2,,MOTOCICLETA,,1,,
472,,1,,"CRA 22 CON CALLE 38,Calarcá,Quindio",4.5290661,-75.639359,02,01,2023,1,,,,,,1,2,,,,2,,AUTOMÓVIL-BUSETA,1,1,,
473,,1,,"CRA 18 ENTRE CALLE 37 Y 38,Calarcá,Quindio",4.4805728,-75.6440842,09,01,2023,,,1,,,,1,,1,,1,,,MOTOCICLETA,,1,,
474,,1,,"VIA LA URIBE–CALARCA KM 86+000,Calarcá,Quindio",4.526654,-75.636862,09,01,2023,1,,,,,,1,1,1,,,2,,CAMIONETA-AUTOMOVIL,,2,,
475,,1,,"CALLE 39 # 28+12,Calarcá,Quindio",4.5287985,-75.6362298,10,01,2023,,1,,,,,1,1,1,,,1,1,CAMIONETA,,1,,
476,,1,,"KM 0+300 CALARCA-CIRCACIA,Calarcá,Quindio",4.539292,-75.642249,13,01,2023,1,,,,,,1,1,1,,1,1,,AUTOMOVIL-MOTOCICLETA,,2,,
477,,1,,"CARRERA 12 CALLE 10 BARCELONA,Calarcá,Quindio",4.4293236,-75.718392,13,01,2023,1,,,,,,1,1,1,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
478,,1,,"AVENIDA COLON # 21,375,Calarcá,Quindio",4.5245536,-75.6440593,07,01,2023,1,,,,,,1,1,1,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
479,,1,,"VIA VIA ARMENIA–IBAGUE CM 0+39,Calarcá,Quindio",4.52558,-75.637006,19,01,2023,,1,,,,1,,1,1,,,2,,BICICLETA,,1,,
480,1,,,"KM 86 TODO VIA LA URIBE–CALARCA,Calarcá,Quindio",4.526654,-75.636862,22,01,2023,1,,,,,,1,2,,,1,1,,AUTOMOVIL-CAMIONETA,,2,,
481,,1,,"VIA VIA CALARCA–CIRCASIA KM 0+170,Calarcá,Quindio",4.5276933,-75.632571,28,01,2023,1,,,,,,1,1,1,,1,1,,MICROBUS-MOTOCICLETA,1,1,,
482,,1,,"LA FLORESTA BLOQUE E CASA 1,Calarcá,Quindio",4.5266644,-75.6409686,29,01,2023,,1,,,,,1,2,,,,2,,AUTOMOVIL-BICICLETA,,2,,
483,1,,,"VIA VIA ARMENIA–IBAGUE KM 3+900,Calarcá,Quindio",4.526386,-75.625009,30,01,2023,1,,,,,,1,1,,,,1,,CAMPERO,,,,
484,,1,,"VIA LA ESPANOLA BARCELONA FRENTE FINCA SANTA RITA,Calarcá,Quindio",4.479948,-75.698933,31,01,2023,1,,,,,,,2,,,,2,,CAMIONETA-MOTOCICLETA,,2,,
485,,1,,"VIA LA URIBE–CALARCA KM 85+400,Calarcá,Quindio",4.524047,-75.638299,01,02,2023,1,,,,,,1,2,,,1,1,,VOLQUETA-MOTOCICLETA ,,2,,
486,,1,,"K-85+100 CALARCA LA URIBE,Calarcá,Quindio",4.523711,-75.639186,01,02,2023,1,,,,,,1,1,1,,,2,,AUTOMOVIL-MOTOCICLETA,1,1,,
487,,1,,"VIA LA YE-BARCELONA FINCA SANTA RITA,Calarcá,Quindio",4.479673,-75.699107,03,02,2023,1,,,,,1,,2,,,,2,,MOTOCICLETA-BICICLETA,,2,,
488,1,,,"VIA LA URIBE–CALARCA KM 85+100 CALARCA SALIDA BARRIO GUADUALES,Calarcá,Quindio",4.523605,-75.63933,05,02,2023,1,,,,,,1,2,,,,2,,CAMIONETA-AUTOMOVIL,1,1,,
489,,1,,"VIA VIA CALARCA–CIRCASIA,Calarcá,Quindio",4.5276933,-75.632571,08,02,2023,1,,,,,,1,2,,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
490,,1,,"KM 1+000 VIA VIA ARMENIA–IBAGUE/CALARCA,Calarcá,Quindio",4.529487,-75.634126,01,02,2023,1,,,,,,1,2,,,2,,,CAMION-MOTOCICLETA,1,1,,
491,,1,,"VIA LA URIBE–CALARCA KM 73+500,Calarcá,Quindio",4.503686,-75.659431,16,02,2023,1,,,,,1,,1,1,,,2,,MOTOCICLETA-BICICLETA,,,,
492,,,1,"KM 77+400 URIBE-CALARCA,Calarcá,Quindio",4.5266936,-75.6409574,20,02,2023,1,,,,,1,,2,,,,1,1,MOTOCICLETA-CAMION,1,,,
493,,1,,"BARRIO LLANITOS GUALARA ENTRADA PRINCIPAL,Calarcá,Quindio",4.5111,-75.645761,19,02,2023,1,,,,,,1,1,1,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
494,,1,,"AVENIDA COLON SECTOR BOMBA PALMAS 21+113,Calarcá,Quindio",4.5222917,-75.6478148,19,02,2023,1,,,,,,1,2,,,1,1,,AUTOMOVIL-MOTOCICLETA,,2,,
495,,1,,"AVENIDA COLON FRENTE AL N. 22+308,Calarcá,Quindio",4.5222917,-75.6478148,07,03,2023,,1,,,,,1,1,1,,1,1,,MOTOCICLETA,,1,,
496,,1,,"VIA LA URIBE–CALARCA 84+000,Calarcá,Quindio",4.523657,-75.641491,12,03,2023,1,,,,,1,,2,,,1,1,,MOTOCICLETA-BICICLETA,,2,,
497,,1,,"VIA VIA CALARCA–CIRCASIA KLM 0+50,Calarcá,Quindio",4.5276933,-75.632571,14,03,2023,,,1,,,,,1,1,,2,,,MOTOCICLETA-AUTOMOVIL,,2,,
498,,1,,"LA YE- BARCELONA VEREDA LA ALBANIA,Calarcá,Quindio",4.479673,-75.699107,19,03,2023,,1,,,,1,,1,1,,1,1,,MOTOCICLETA-,,1,,
499,,1,,"K 0+200 CIRCASIA -CALARCA,Calarcá,Quindio",4.538354,-75.641808,22,03,2023,1,,,,,,1,1,1,,2,,,MOTOCICLETA-MOTOCICLETA,,2,,
500,,1,,"CARRERA 26 CALLE 35,Calarcá,Quindio",4.5233069,-75.6443833,27,03,2023,,1,,,,,1,2,,,,1,1,MOTOCICLETA,,1,,
501,,1,,"VIA LA URIBE–CALARCA KM 73+100,Calarcá,Quindio",4.503256,-75.660698,27,03,2023,1,,,,,1,,2,,,1,1,,VOLQUETA-MOTOCICLETA ,1,1,,
502,,1,,"VDA POTOSI FRENTE FCA GERONIMO,Calarcá,Quindio",4.46991,-75.679178,12,03,2023,,,1,,,1,,1,1,,,1,,AUTOMOVIL,1,,,
503,,1,,"CARRERA 23 CALLE 41 ESQUINA CALARCA,Calarcá,Quindio",4.531434,-75.6399104,28,03,2023,1,,,,,,1,,2,,1,,1,AUTOMOVIL-AUTOMOVIL,,2,,
504,,1,,"VIA LA URIBE–CALARCA KM 79+200,Calarcá,Quindio",4.520261,-75.644057,31,03,2023,1,,,,,1,,2,,,,2,,MICROBUS,1,,,
505,,1,,"VIA LA URIBE–CALARCA KM 82+250,Calarcá,Quindio",4.521804,-75.642655,31,03,2023,1,,,,,1,,,2,,1,1,,AUTOMOVIL-MOTOCICLETA,,2,,
506,1,,,"VIA VIA ARMENIA–IBAGUE KM 4+500,Calarcá,Quindio",4.529455,-75.62899,01,04,2023,1,,,,,1,,2,,,1,1,,CAMIONETA-CAMIONETA,,2,,
507,,1,,"CARRERA 27 ENTRE CALLES 40 A 30,Calarcá,Quindio",4.4805728,-75.6440842,06,04,2023,1,,,,,,1,2,,,,2,,MOTOCICLETA-AUTOMOVIL,,2,,
508,,1,,"VIA VIA ARMENIA–IBAGUE KM 3+070,Calarcá,Quindio",4.525734,-75.619843,05,04,2023,1,,,,,1,,2,,,2,,,MOTOCICLETA-MOTOCICLETA,,2,,
509,,1,,"BARRIO VERACRUZ FRENTE A LA MZ A # 13,Calarcá,Quindio",4.5198225,-75.6529549,09,04,2023,1,,,,,,1,2,,,2,,,MOTOCICLETA-AUTOMOVIL,,2,,
510,,1,,"BARRIO LA HUERTA MZ J # 8,Calarcá,Quindio",4.515158,-75.643596,16,04,2023,,,1,,,,1,1,,,,1,,MOTOCICLETA,,1,,
511,,1,,"VIA ARMENIA–IBAGUE KM 5+500,Calarcá,Quindio",4.525671,-75.635741,22,04,2023,,,1,,,1,,2,,,,2,,CAMION,1,,,
512,,1,,"CALLE 39 CRA 29 ESQUINA,Calarcá,Quindio",4.5313416,-75.643575,17,04,2023,1,,,,,,,2,,,1,,1,MOTOCICLETA-MICROBUS,,,,
513,,1,,"KM 82+500 VIA LA URIBE–CALARCA,Calarcá,Quindio",4.522025,-75.642255,26,04,2023,,1,,,,,1,1,1,,1,1,,AUTOMOVIL,,1,,
514,,1,,"KM 71+100 VIA LA URIBE–CALARCA,Calarcá,Quindio",4.498211,-75.677411,30,04,2023,,,1,,,1,,1,,,,1,,MOTOCICLETA,,1,,
515,,1,,"KIL 81+400 VIA LA URIBE–CALARCA,Calarcá,Quindio",4.521473,-75.643576,03,05,2023,,1,,,,1,,2,,,1,1,,MOTOCICLETA- AUTOMOVIL,,2,,
516,,1,,"CARRERA 12 CALLE 8 BARCELONA,Calarcá,Quindio",4.4293236,-75.718392,04,05,2023,1,,,,,,1,2,,,,1,1,MOTOCICLETA-MICROBUS,1,1,,
517,,1,,"VIA VIA ARMENIA–IBAGUE KM 1+700,Calarcá,Quindio",4.52802,-75.630354,05,05,2023,1,,,,,1,,2,,,,1,1,AUTOMOVIL-MOTOCICLETA,,1,,
518,,1,,"VIA LA ESPANOLA CALARCA KM 77+800,Calarcá,Quindio",4.5178995,-75.6514265,10,05,2023,,,,,,,,2,,,2,,,AUTOMOVIL-MOTOCICLETA,,2,,
519,,1,,"VIA CALARCA LA VIRGINIA EN EL PUENTE,Calarcá,Quindio",4.5006909,-75.6463363,07,05,2023,1,,,,,1,,2,,,,2,,MOTOCICLETA-BICICLETA,,2,,
520,,1,,"CARRERA 24 CALLE 43 EZQUINA CALARCA,Calarcá,Quindio",4.5327397,-75.6394597,11,05,2023,1,,,,,,1,2,,,1,1,,CAMPERO-MOTOCICLETA,1,1,,
521,,1,,"KLM 83+040 LA ESPANOLA CALARCA,Calarcá,Quindio",4.466267,-75.705741,16,05,2023,1,,,,,,1,1,1,,1,1,,AUTOMOVIL-MOTOCICLETA,,2,,
522,,1,,"VIA BARCELONA LA YE FRENTE AL IMPERIO LLANERO,Calarcá,Quindio",4.4805728,-75.6440842,23,05,2023,1,,,,,1,,2,,,1,1,,MOTOCARRO-MOTOCICLETA,,1,,
523,,1,,"AVENIDA COLON ENTRE CALLES 18 Y 7,Calarcá,Quindio",4.4805728,-75.6440842,25,05,2023,,1,,,,,,2,,,,,2,MOTOCICLETA,,1,,
524,,1,,"CRA 27 CON CALLE 35 CALARCA Q,Calarcá,Quindio",4.5282965,-75.6431875,19,05,2023,1,,,,,,1,2,,,1,1,,MOTOCICLETA-MICROBUS,1,1,,
525,,1,,"KM 67+300 VIA URIBE CALARCA CHALET PILAR,Calarcá,Quindio",4.5266936,-75.6409574,30,05,2023,1,,,,,,1,1,1,,,2,,MOTOCICLETA-CAMIONETA,,2,,
526,,1,,"VIA VIA ARMENIA–IBAGUE KM 0+380,Calarcá,Quindio",4.52528,-75.637255,21,05,2023,1,,,,,1,,2,,,2,,,MOTOCICLETA-MOTOCICLETA,,2,,
527,,1,,"VIA LA URIBE–CALARCA KM 74+490 FRENTE RESTAURANTE NEVAR,Calarcá,Quindio",4.50487,-75.657415,04,06,2023,1,,,,,,,1,1,,1,1,,AUTOMOVIL-MOTOCICLETA,,1,,
528,,1,,"CRA 18 ENTRE CALLE 33 Y 34 CALARCA,Calarcá,Quindio",4.5266936,-75.6409574,03,06,2023,,1,,,,,1,2,,,,2,,MOTOCICLETA-,,,,
529,,1,,"CRA 34A CALLE 16+81 AVENIDA COLON DIAGONAL AL CONJUNTO RESIDENCIAL VENEZIA,Calarcá,Quindio",4.5187256,-75.6525843,03,06,2023,1,,,,,,1,,2,,2,,,MOTOCICLETA-AUTOMOVIL,,2,,
530,,1,,"VIA VIA ARMENIA–IBAGUE KM 0+350,Calarcá,Quindio",4.525513,-75.637822,04,06,2023,1,1,,,,,1,2,,,2,,,CAMION ,1,,,
531,,,1,"K82+500 METROS CALARCA LA URIBE,Calarcá,Quindio",4.521985,-75.642334,06,06,2023,,,1,,,1,,1,1,,,2,,MOTOCICLETA,1,,,
532,,1,,"CARRERA 22 CALLA 39,Calarcá,Quindio",4.52965,-75.63913,09,06,2023,1,,,,,,1,1,1,,,1,1,AUTOMOVIL-BICICLETA,,2,,
533,,1,,"BARRIO BALCONES DE LA VILLA FRENTE MZ 6 N. 1,Calarcá,Quindio",4.508987,-75.655597,12,06,2023,1,,,,,,1,2,,,1,1,,MOTOCICLETA-AUTOMOVIL,,2,,
534,,1,,"KM 82+905 VIA LA URIBE–CALARCA C/CA,Calarcá,Quindio",4.522395,-75.642071,15,06,2023,1,,,,,,1,2,,,,2,,MOTOCICLETA-AUTOMOVIL,,2,,
535,,1,,"BARRIO LAURELES FRENTE PORTAL LAURELES,Calarcá,Quindio",4.522599,-75.649685,19,06,2023,1,,,,,,1,2,,,2,,,MOTOCICLETA,,1,,
536,,1,,"VIA LA URIBE–CALARCA KM 85+600,Calarcá,Quindio",4.524359,-75.637763,19,06,2023,1,,,,,,1,2,,,1,1,,CAMIONETA-MOTOCICLETA,,2,,
537,,1,,"LLANITOS PILOTO MZ 16-B,Calarcá,Quindio",4.5128784,-75.6461274,21,06,2023,1,,,,,1,,2,,,2,,,MOTOCICLETA-BICICLETA,,2,,
538,,1,,"VVIA LA URIBE–CALARCA KM 82+350,Calarcá,Quindio",4.521844,-75.642577,24,06,2023,1,,,,,1,,,,,1,1,,AUTOMOVIL-MOTOCICLETA,,2,,
539,,1,,"VIA VIA CALARCA–CIRCASIA KM 0+100,Calarcá,Quindio",4.5276933,-75.632571,28,06,2023,1,,,,,,,1,1,,,2,,AUTOMOVIL-MOTOCICLETA,,2,,
540,,1,,"CRA 25 CALLE 39 Y 38 CALARCA,Calarcá,Quindio",4.5288108,-75.6416001,27,06,2023,,1,,,,,,1,1,,1,,,MOTOCICLETA,,1,,
541,,1,,"AVENIDA COLON FRENTE 22+258,Calarcá,Quindio",4.5222917,-75.6478148,29,06,2023,,1,,,,,1,2,,,1,1,,MOTOCICLETA,,1,,
542,,1,,"VIA VIA ARMENIA–IBAGUE KM 3+100,Calarcá,Quindio",4.525734,-75.619843,20,06,2023,1,,,,,,1,2,,,,1,1,AUTOMOVIL-MOTOCICLETA,,2,,
543,,,1,"VIA LA URIBE–CALARCA KM 78+400,Calarcá,Quindio",4.519502,-75.644142,01,07,2023,1,,,,,1,,1,,,1,,,MOTOCICLETA,,1,,
544,,1,,"CARRERA 22 CALLE 34 SIMON BOLIVAR,Calarcá,Quindio",4.5305949,-75.6388083,05,07,2023,1,,,,,,1,,,,1,1,,AUTOMOVIL-MOTOCICLETA,,2,,
545,,1,,"VIA LA ESPANOLA CALARCA KLM85+720,Calarcá,Quindio",4.4805728,-75.6440842,06,07,2023,1,,,,,,1,,,,,2,,MOTOCICLETA-MOTOCICLETA,,2,,
546,,1,,"VIA LA YE BARCELONA SOL Y LUNA,Calarcá,Quindio",4.483312,-75.699967,17,07,2023,,1,,,,1,,,,,1,1,,MOTOCICLETA,,1,,
547,,1,,"CRA 18 CON CALLE 34 CALARCA,Calarcá,Quindio",4.52571,-75.638345,17,07,2023,1,,,,,,1,,,,1,1,,CAMIONETA-MOTOCICLETA,,2,,
548,,1,,"KM 83+300 URIBE- CALARCA,Calarcá,Quindio",4.5266936,-75.6409574,27,07,2023,1,,,,,,1,2,,,1,,1,CAMION- MOTOCICLETA ,,1,1,
549,,1,,"VIA CAR.QUEBRADANEGRA LA BELLA FINCA BOLIVIA C/CA,Calarcá,Quindio",4.500171,-75.672374,25,07,2023,1,,,,,1,,1,1,,1,1,,CAMION-MOTOCICLETA,1,1,,
550,,1,,"VIA LA URIBE–CALARCA KM 79+060 FINCA GUADUALES DE CAMBIA,Calarcá,Quindio",4.520128,-75.644056,19,07,2023,1,,1,,,,,1,,,,1,,MOTOCICLETA,,1,,
551,,1,,"VIA VIA ARMENIA–IBAGUE KM 4+900,Calarcá,Quindio",4.527434,-75.632194,27,07,2023,1,,,,,,1,1,1,,,2,,TRACTOCAMION-MOTOCICLETA,1,1,,
552,,1,,"VIA BARCELONA LA Y KM 72+500,Calarcá,Quindio",4.4273861,-75.7181014,01,08,2023,,1,,,,,,2,,,,1,1,AUTOMOVIL,,,,
553,,1,,"VIA LA URIBE–CALARCA KM 78+150,Calarcá,Quindio",4.519242,-75.644291,08,08,2023,1,,,,,1,,2,,,1,1,,MOTOCICLETA-MOTOCICLETA,,1,,
554,,1,,"KILOMETRO 81+800 VIA LA URIBE–CALARCA,Calarcá,Quindio",4.521543,-75.643404,08,08,2023,,1,,,,,1,2,,,1,,1,MOTOCICLETA,,1,,
555,,1,,"VIA VIA ARMENIA–IBAGUE KM 2+800,Calarcá,Quindio",4.525415,-75.622642,07,08,2023,1,,,,,,,2,,,,2,,CAMIONETA-MOTOCICLETA,,2,,
556,,1,,"VIA LA URIBE–CALARCA KM 84+500,Calarcá,Quindio",4.523604,-75.640973,09,08,2023,1,,,,,,1,2,,,1,1,,MOTOCICLETA,,1,,
557,,1,,"VIA ARMENIA–IBAGUE KM 3+200,Calarcá,Quindio",4.525478,-75.619189,15,08,2023,1,,,,,,1,2,,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
558,,1,,"KM 1+650 VIA VIA CALARCA–CIRCASIA,Calarcá,Quindio",4.528772,-75.631856,16,08,2023,1,,,,,,1,2,,,,1,1,CAMPERO-MOTOCICLETA,,2,,
559,,1,,"VIA VIA ARMENIA–IBAGUE KM 3+100,Calarcá,Quindio",4.525734,-75.619843,16,08,2023,1,,,,,,,1,1,,1,1,,MICROBUS,1,,,
560,,1,,"CALLE 44 FRENTE 20+11,Calarcá,Quindio",4.5324702,-75.636805,18,08,2023,1,,,,,,1,2,,,1,1,,AUTOMOVIL-MOTOCICLETA,,2,,
561,,1,,"AVENIDA COLON,Calarcá,Quindio",4.5177686,-75.6534961,23,08,2023,,1,,,,,,1,,,1,,,MOTOCICLTA,,1,,
562,,1,,"VIA LA URIBE–CALARCA KM 76+860,Calarcá,Quindio",4.518844,-75.646546,18,08,2023,1,,,,,,1,2,,,1,1,,MOTOCICLTA-MOTOCICLETA,,1,,
563,,1,,"CRA 26 CON CALLE 40 CALARCA,Calarcá,Quindio",4.531259,-75.641432,21,08,2023,1,,,,,,1,1,1,,1,,1,MOTOCICLETA- MOTOCICLETA,,1,,
564,,1,,"CARRERA 34A N. 13A-199,Calarcá,Quindio",4.5175888,-75.6540729,23,08,2023,,1,,,,,1,2,,1,1,,,MOTOCICLETA,,1,,
565,,1,,"VIA LA URIBE–CALARCA KM 84+500,Calarcá,Quindio",4.523604,-75.640973,27,08,2023,1,,,,,,1,1,1,,1,1,,MOTOCICLETA-MOTOCICLETA,,2,,
